rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
35,CAND_0010685,179.442160,direct_search_ranking,4,search_ranking,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,6.7,Rephrase.ai,AI/ML,"Kolkata, West Bengal",NLP Engineer | NLP Engineer | Machine Learning Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,,True,2026-03-16,0.830,77.7,30,False,False,"At Rephrase.ai, this NLP Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.83 recruiter response rate and 30-day notice; location/relocation fit is weaker.",102.000000,10.000000,20.000000,6.008960,7.042800,12.000000,3.508400,5.000000,8.000000,0.900000,3.782000,1.200000,0.000000,0.000000
36,CAND_0053695,179.229360,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,Recommendation Systems Engineer | Applied ML | Building intelligent products,5.8,Meesho,E-commerce,"Bhubaneswar, Odisha",Recommendation Systems Engineer | Machine Learning Engineer | Applied ML Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,,weak:skill_duration_overrun,True,2026-04-02,0.600,71.8,15,False,False,"This 5.8-year Recommendation Systems Engineer shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Relative to nearby candidates, location/relocation fit is weaker.",102.000000,10.000000,20.000000,6.328960,7.680000,12.000000,2.320400,5.000000,8.000000,0.450000,4.000000,1.450000,0.000000,0.000000
37,CAND_0086151,179.099240,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",7.7,Wysa,HealthTech AI,"Vizag, Andhra Pradesh",Recommendation Systems Engineer | Search Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation Systems assessment 83.7/100",120-day notice period,,True,2026-03-23,0.520,61.8,120,True,False,"Recommendation Systems Engineer with 7.7 years at Wysa; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Main concern: notice period is 120 days.",102.000000,10.000000,20.000000,5.330240,6.000000,12.000000,4.469000,5.000000,8.000000,3.000000,4.000000,-0.700000,0.000000,0.000000
38,CAND_0043228,178.942980,direct_search_ranking,4,search_ranking,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,6.8,Zoho,SaaS,"Chennai, Tamil Nadu",Applied ML Engineer | Applied ML Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Image Classification assessment 83.6/100",not marked open to work,,False,2026-05-22,0.410,42.0,30,False,False,"Career evidence from this Applied ML Engineer (6.8 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because not marked open to work and location/relocation fit is weaker.",102.000000,10.000000,20.000000,6.404480,6.547600,11.560500,3.708400,5.000000,8.000000,2.250000,2.022000,1.450000,0.000000,0.000000
39,CAND_0057563,178.925600,direct_search_ranking,4,search_ranking,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,6.8,Locobuzz,AI/ML,"Indore, Madhya Pradesh",NLP Engineer | Machine Learning Engineer | Senior Data Scientist,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work,,False,2026-04-21,0.830,63.7,60,True,False,"At Locobuzz, this NLP Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.83 recruiter response rate and 60-day notice; not marked open to work.",102.000000,10.000000,20.000000,6.537600,6.000000,12.000000,5.000000,5.000000,8.000000,0.900000,1.638000,1.850000,0.000000,0.000000
40,CAND_0041669,178.915320,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",8.0,CRED,Fintech,"Noida, Uttar Pradesh",Recommendation Systems Engineer | Search Engineer | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | FAISS assessment 83.7/100",,,True,2026-04-06,0.770,3.7,60,False,True,"This 8.0-year Recommendation Systems Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. A 0.77 response rate and 60-day notice make the profile workable for outreach.",102.000000,10.000000,20.000000,3.854720,5.941600,12.000000,4.669000,5.000000,8.000000,1.200000,4.000000,2.250000,0.000000,0.000000
41,CAND_0041610,178.747480,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.7,Zoho,SaaS,"Indore, Madhya Pradesh",Recommendation Systems Engineer | Applied ML Engineer | Search Engineer | Machine Learning Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-14,0.520,4.8,30,True,False,"Recommendation Systems Engineer with 6.7 years at Zoho; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. The profile is open to work with a 0.52 recruiter response rate and 30-day notice.",102.000000,10.000000,20.000000,4.428480,6.000000,12.000000,4.469000,5.000000,8.000000,0.900000,4.000000,2.400000,0.000000,0.450000
42,CAND_0066376,178.662160,direct_search_ranking,4,semantic_search,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",5.7,Dream11,Gaming,"Mumbai, Maharashtra",Applied ML Engineer | Senior Data Scientist,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Recommendation Systems assessment 68.2/100,90-day notice period,weak:salary_range_inverted | weak:skill_duration_overrun,True,2026-05-03,0.510,62.7,90,False,True,"Career evidence from this Applied ML Engineer (5.7 years) built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Hiring feasibility is tempered because notice period is 90 days.",102.000000,9.000000,17.175360,8.000000,10.608400,9.600000,2.828400,5.000000,8.000000,1.950000,4.000000,0.950000,0.000000,0.450000
43,CAND_0081686,178.597480,direct_search_ranking,4,search_ranking,Search Engineer,Search Engineer | Applied ML | Building intelligent products,6.0,Netflix,Media,Austin,Search Engineer | Recommendation Systems Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | FAISS assessment 85.9/100",not marked open to work,weak:skill_duration_overrun,False,2026-04-25,0.910,68.9,60,False,False,"At Netflix, this Search Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.91 recruiter response rate and 60-day notice; not marked open to work and location/relocation fit is weaker.",102.000000,10.000000,20.000000,5.100480,6.000000,12.000000,4.669000,5.000000,8.000000,3.750000,2.428000,-0.350000,0.000000,0.000000
44,CAND_0009691,178.535600,direct_search_ranking,4,semantic_search,Applied ML Engineer,"Applied ML Engineer | ML, NLP, Recommendation Systems",6.2,LinkedIn,Internet,"Indore, Madhya Pradesh",Applied ML Engineer | AI Engineer | NLP Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Recommendation Systems assessment 69.9/100,120-day notice period,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-16,0.640,72.1,120,True,False,"This 6.2-year Applied ML Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Relative to nearby candidates, notice period is 120 days.",102.000000,9.000000,16.485600,8.000000,12.000000,9.600000,5.000000,5.000000,8.000000,0.600000,4.000000,-0.700000,0.000000,0.450000
45,CAND_0013613,178.440400,direct_search_ranking,4,semantic_search,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",4.7,Adobe,Software,Singapore,Machine Learning Engineer | Senior Data Scientist | Applied ML Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | TensorFlow assessment 89.1/100,,weak:skill_duration_overrun,True,2026-03-23,0.730,74.1,60,False,False,Machine Learning Engineer with 4.7 years at Adobe; built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Main concern: location/relocation fit is weaker.,102.000000,9.000000,20.000000,8.000000,10.000000,12.000000,1.640400,5.000000,5.500000,1.650000,4.000000,-0.350000,0.000000,0.000000
46,CAND_0030031,178.389440,direct_search_ranking,4,semantic_search,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",5.7,Microsoft,Software,"Trivandrum, Kerala",AI Engineer | Senior Data Scientist | Search Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | PyTorch assessment 91.0/100,not marked open to work,weak:skill_duration_overrun,False,2026-05-22,0.940,71.5,30,False,False,"Career evidence from this AI Engineer (5.7 years) built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Hiring feasibility is tempered because not marked open to work and location/relocation fit is weaker.",102.000000,9.000000,17.637600,5.165440,12.000000,12.000000,3.028400,5.000000,8.000000,1.200000,2.158000,1.200000,0.000000,0.000000
47,CAND_0018549,178.086380,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems",6.8,Uber,Transportation,"Coimbatore, Tamil Nadu",Recommendation Systems Engineer | Machine Learning Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Elasticsearch assessment 90.0/100",,,True,2026-04-28,0.730,75.4,60,True,False,"At Uber, this Recommendation Systems Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. They are open to work and the recorded notice period is 60 days.",102.000000,10.000000,20.000000,4.428480,5.378400,11.560500,4.669000,5.000000,8.000000,1.200000,4.000000,1.850000,0.000000,0.000000
48,CAND_0061265,177.733800,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.6,Zoho,SaaS,"Delhi, Delhi",Recommendation Systems Engineer | Senior Data Scientist | Senior Data Scientist,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Qdrant assessment 85.4/100,120-day notice period,,True,2026-03-25,0.940,5.7,120,False,True,"This 6.6-year Recommendation Systems Engineer built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Relative to nearby candidates, notice period is 120 days.",102.000000,9.000000,20.000000,8.000000,10.000000,10.023000,1.840400,4.320400,8.000000,0.600000,4.000000,-0.050000,0.000000,0.000000
49,CAND_0099401,177.714080,direct_search_ranking,4,semantic_search,NLP Engineer,"NLP Engineer | Search, Ranking & Retrieval",7.7,Dream11,Gaming,"Ahmedabad, Gujarat",NLP Engineer | Search Engineer | Applied ML Engineer | NLP Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking.,not marked open to work | 90-day notice period,weak:repeated_role_description,False,2026-05-27,0.420,55.5,90,True,False,"NLP Engineer with 7.7 years at Dream11; built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Main concern: not marked open to work and notice period is 90 days.",102.000000,9.000000,17.858400,5.079680,12.000000,11.723000,4.669000,5.000000,8.000000,0.450000,1.384000,0.550000,0.000000,0.000000
50,CAND_0041568,177.594800,direct_search_ranking,4,search_ranking,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",5.2,Haptik,Conversational AI,Sydney,Search Engineer | Senior Data Scientist | Applied ML Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Feature Engineering assessment 85.8/100",90-day notice period,weak:skill_duration_overrun,True,2026-04-06,0.520,53.3,90,False,False,"Career evidence from this Search Engineer (5.2 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.",102.000000,10.000000,20.000000,5.468800,6.374000,12.000000,5.000000,5.000000,8.000000,1.650000,3.752000,-1.650000,0.000000,0.000000
